ordem,url,download_http,bytes,titulo,nota,cloudflare_marker,html,json,pdf,erro
11,https://riobranco.mt.leg.br/,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_riobranco.mt.leg.br_011.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_riobranco.mt.leg.br_011.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_riobranco.mt.leg.br_011.pdf,
12,https://saltodoceu.mt.gov.br/,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_saltodoceu.mt.gov.br_012.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_saltodoceu.mt.gov.br_012.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_saltodoceu.mt.gov.br_012.pdf,
13,https://saltodoceu.mt.leg.br/,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_saltodoceu.mt.leg.br_013.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_saltodoceu.mt.leg.br_013.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_saltodoceu.mt.leg.br_013.pdf,
16,https://valedesaodomingos.mt.gov.br,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_valedesaodomingos.mt.gov.br_016.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_valedesaodomingos.mt.gov.br_016.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_valedesaodomingos.mt.gov.br_016.pdf,
17,https://valedesaodomingos.mt.leg.br/,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_valedesaodomingos.mt.leg.br_017.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_valedesaodomingos.mt.leg.br_017.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_valedesaodomingos.mt.leg.br_017.pdf,
15,https://tesouro.mt.leg.br/,200,141043,Câmara Municipal de Tesouro - MT,7.3,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_tesouro.mt.leg.br_015.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_tesouro.mt.leg.br_015.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_tesouro.mt.leg.br_015.pdf,
14,https://santaterezinha.mt.gov.br/,200,114376,Administração - Prefeitura de Santa Terezinha / MT,8.0,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_santaterezinha.mt.gov.br_014.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_santaterezinha.mt.gov.br_014.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_santaterezinha.mt.gov.br_014.pdf,
18,https://www.boaesperancadonorte.mt.gov.br/,200,72629,Prefeitura Municipal de Boa Esperança do Norte,5.4,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.boaesperancadonorte.mt.gov.br_018.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.boaesperancadonorte.mt.gov.br_018.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.boaesperancadonorte.mt.gov.br_018.pdf,
21,https://www.curvelandia.mt.gov.br/,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.curvelandia.mt.gov.br_021.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.curvelandia.mt.gov.br_021.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.curvelandia.mt.gov.br_021.pdf,
20,https://www.cotriguacu.mt.gov.br/,200,308699,Prefeitura Municipal de Cotriguaçu,8.3,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.cotriguacu.mt.gov.br_020.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.cotriguacu.mt.gov.br_020.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.cotriguacu.mt.gov.br_020.pdf,
19,https://www.castanheira.mt.leg.br/,200,288167,Câmara de Castanheira - Poder Legislativo Municipal,5.5,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.castanheira.mt.leg.br_019.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.castanheira.mt.leg.br_019.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.castanheira.mt.leg.br_019.pdf,
23,https://www.gloriadoeste.mt.gov.br/,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.gloriadoeste.mt.gov.br_023.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.gloriadoeste.mt.gov.br_023.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.gloriadoeste.mt.gov.br_023.pdf,
22,https://www.denise.mt.gov.br/,200,64894,Prefeitura Municipal de Denise,3.8,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.denise.mt.gov.br_022.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.denise.mt.gov.br_022.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.denise.mt.gov.br_022.pdf,
24,https://www.gloriadoeste.mt.leg.br/,200,72176,Câmara Municipal de Glória d'Oeste,7.9,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.gloriadoeste.mt.leg.br_024.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.gloriadoeste.mt.leg.br_024.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.gloriadoeste.mt.leg.br_024.pdf,
27,https://www.nascentesdopantanal.org.br,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.nascentesdopantanal.org.br_027.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.nascentesdopantanal.org.br_027.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.nascentesdopantanal.org.br_027.pdf,
26,https://www.mirassoldoeste.mt.gov.br/,200,111058,Prefeitura de Mirassol D Oeste - MT,4.9,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.mirassoldoeste.mt.gov.br_026.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.mirassoldoeste.mt.gov.br_026.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.mirassoldoeste.mt.gov.br_026.pdf,
25,https://www.juruena.mt.gov.br/,200,380753,Prefeitura Municipal,9.0,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.juruena.mt.gov.br_025.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.juruena.mt.gov.br_025.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.juruena.mt.gov.br_025.pdf,
29,https://www.reservadocabacal.mt.gov.br/,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.reservadocabacal.mt.gov.br_029.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.reservadocabacal.mt.gov.br_029.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.reservadocabacal.mt.gov.br_029.pdf,
28,https://www.pocone.mt.gov.br/,200,299454,Prefeitura de Poconé - MT,9.2,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.pocone.mt.gov.br_028.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.pocone.mt.gov.br_028.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.pocone.mt.gov.br_028.pdf,
30,https://www.ribeiraozinho.mt.gov.br,200,354155,Prefeitura Municipal de Ribeirãozinho - MT,9.2,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.ribeiraozinho.mt.gov.br_030.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.ribeiraozinho.mt.gov.br_030.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.ribeiraozinho.mt.gov.br_030.pdf,
31,https://www.santaterezinha.mt.leg.br/,200,275765,Câmara Municipal de Santa Terezinha - MT,7.3,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.santaterezinha.mt.leg.br_031.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.santaterezinha.mt.leg.br_031.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.santaterezinha.mt.leg.br_031.pdf,
32,https://www.serranovadourada.mt.leg.br/,200,199748,Câmara Municipal - Início,7.1,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.serranovadourada.mt.leg.br_032.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.serranovadourada.mt.leg.br_032.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.serranovadourada.mt.leg.br_032.pdf,
33,https://www.sinop.mt.gov.br/,200,282883,Prefeitura Municipal de Sinop - MT,9.5,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_www.sinop.mt.gov.br_033.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.sinop.mt.gov.br_033.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_www.sinop.mt.gov.br_033.pdf,
34,https://acessoainformacao.pontaldoaraguaia.mt.gov.br/cidadao/ouvidoria/solicitacaoservico,200,18746,Solicitação - Prefeitura de Pontal do Araguaia - MT,7.3,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_acessoainformacao.pontaldoaraguaia.mt.gov.br_034.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_acessoainformacao.pontaldoaraguaia.mt.gov.br_034.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_acessoainformacao.pontaldoaraguaia.mt.gov.br_034.pdf,
36,https://curvelandia.mt.gov.br/ouvidoria/formulario-on-line?tipo=den,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_curvelandia.mt.gov.br_036.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_curvelandia.mt.gov.br_036.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_curvelandia.mt.gov.br_036.pdf,
37,https://gloriadoeste.mt.gov.br/ouvidoria/formulario-on-line,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_gloriadoeste.mt.gov.br_037.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_gloriadoeste.mt.gov.br_037.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_gloriadoeste.mt.gov.br_037.pdf,
35,https://cartadeservicos.primaveradoleste.mt.gov.br/Carta-Servicos/Servico/Ouvidoria-municipal-3272,200,20097,Carta de Serviços - Prefeitura Municipal de Primavera do Leste,7.5,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_cartadeservicos.primaveradoleste.mt.gov.br_035.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_cartadeservicos.primaveradoleste.mt.gov.br_035.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_cartadeservicos.primaveradoleste.mt.gov.br_035.pdf,
38,https://lambaridoeste.mt.gov.br/ouvidoria/formulario-on-line,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_lambaridoeste.mt.gov.br_038.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_lambaridoeste.mt.gov.br_038.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_lambaridoeste.mt.gov.br_038.pdf,
41,https://reservadocabacal.mt.gov.br/ouvidoria/formulario-on-line,403,14,,3.0,False,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_reservadocabacal.mt.gov.br_041.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_reservadocabacal.mt.gov.br_041.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_reservadocabacal.mt.gov.br_041.pdf,
39,https://mirassoldoeste.flowdocs.com.br:2053/public/home/subject/3,200,86706,FlowDocs,6.1,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_mirassoldoeste.flowdocs.com.br_039.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_mirassoldoeste.flowdocs.com.br_039.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_mirassoldoeste.flowdocs.com.br_039.pdf,
40,https://ouvidoria.santaterezinha.mt.gov.br/ouvidoria/form,200,26399,Nova manifestação · Ouvidoria,9.0,True,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/download_ouvidoria.santaterezinha.mt.gov.br_040.html,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_ouvidoria.santaterezinha.mt.gov.br_040.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/teste_html_lote/2026-09-21/20-11-10/accessmonitor_ouvidoria.santaterezinha.mt.gov.br_040.pdf,
