contexto,ordem,municipio,portal_oficial,url_informada,url_avaliada,status_validacao_browser,titulo,nota,praticas,aceitaveis,nao_aceitaveis,verificar_manual,json,pdf,erro
mt,229,,,https://poxoreu.mt.leg.br/,https://poxoreu.mt.leg.br/,,Câmara Municipal de Poxoréu – A Casa do Povo Poxorense,6.9,38,190,227,56,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_poxoreu.mt.leg.br_006.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_poxoreu.mt.leg.br_006.pdf,
mt,233,,,https://www.querencia.mt.leg.br/,https://www.querencia.mt.leg.br/,,,,,,,,,,Avaliação excedeu 120s.
mt,238,,,https://www.ribeiraozinho.mt.gov.br,https://www.ribeiraozinho.mt.gov.br,,Access denied | www.ribeiraozinho.mt.gov.br used Cloudflare to restrict access | www.ribeiraozinho.mt.gov.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.gov.br_015.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.gov.br_015.pdf,
mt,237,,,https://camararibeiraocascalheira.com.br/,https://camararibeiraocascalheira.com.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jYW1hcmFyaWJlaXJhb2Nhc2NhbGhlaXJhLmNvbS5ici8%3D"",""timestamp"":""2026-09-21T23:22:33.952Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/anali"
mt,240,,,https://riobranco.mt.gov.br/,https://riobranco.mt.gov.br/,,Access denied | riobranco.mt.gov.br used Cloudflare to restrict access | riobranco.mt.gov.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.gov.br_017.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.gov.br_017.pdf,
mt,236,,,https://www.ribeiraocascalheira.mt.gov.br/,https://www.ribeiraocascalheira.mt.gov.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cucmliZWlyYW9jYXNjYWxoZWlyYS5tdC5nb3YuYnIv"",""timestamp"":""2026-09-21T23:22:42.077Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize"
mt,241,,,https://riobranco.mt.leg.br/,https://riobranco.mt.leg.br/,,Access denied | riobranco.mt.leg.br used Cloudflare to restrict access | riobranco.mt.leg.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.leg.br_018.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_riobranco.mt.leg.br_018.pdf,
mt,239,,,https://www.ribeiraozinho.mt.leg.br/,https://www.ribeiraozinho.mt.leg.br/,,Página Inicial — Câmara Municipal de Ribeirãozinho,6.9,36,334,130,5,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.leg.br_016.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.ribeiraozinho.mt.leg.br_016.pdf,
mt,243,,,https://www.rondolandia.mt.leg.br/,https://www.rondolandia.mt.leg.br/,,Câmara Municipal de Rondolândia,7.4,38,296,119,18,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.rondolandia.mt.leg.br_020.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.rondolandia.mt.leg.br_020.pdf,
mt,244,,,https://www.coressmt.com.br/#/home,https://www.coressmt.com.br/#/home,,CORESS-MT | Consórcio Regional de Saúde Sul de MT,3.8,28,111,124,1,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.coressmt.com.br_021.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.coressmt.com.br_021.pdf,
mt,242,,,https://rondolandia.mt.gov.br,https://rondolandia.mt.gov.br,,,,,,,,,,Avaliação excedeu 120s.
mt,245,,,https://www.rondonopolis.mt.gov.br/,https://www.rondonopolis.mt.gov.br/,,,,,,,,,,Avaliação excedeu 120s.
mt,248,,,https://saltodoceu.mt.gov.br/,https://saltodoceu.mt.gov.br/,,Access denied | saltodoceu.mt.gov.br used Cloudflare to restrict access | saltodoceu.mt.gov.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.gov.br_025.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.gov.br_025.pdf,
mt,249,,,https://saltodoceu.mt.leg.br/,https://saltodoceu.mt.leg.br/,,Access denied | saltodoceu.mt.leg.br used Cloudflare to restrict access | saltodoceu.mt.leg.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.leg.br_026.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_saltodoceu.mt.leg.br_026.pdf,
mt,246,,,https://www.rondonopolis.mt.leg.br/principal,https://www.rondonopolis.mt.leg.br/principal,,,,,,,,,,Avaliação excedeu 120s.
mt,250,,,https://www.santacarmem.mt.gov.br/,https://www.santacarmem.mt.gov.br/,,Página Inicial - Prefeitura de Santa Carmem - MT,8.0,39,343,26,34,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacarmem.mt.gov.br_027.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacarmem.mt.gov.br_027.pdf,
mt,252,,,https://www.santacruzdoxingu.mt.gov.br/,https://www.santacruzdoxingu.mt.gov.br/,,Página Inicial - Prefeitura de Santa Cruz do Xingu - MT,7.1,41,479,71,84,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacruzdoxingu.mt.gov.br_029.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.santacruzdoxingu.mt.gov.br_029.pdf,
mt,251,,,https://www.camarasantacarmem.mt.gov.br/,https://www.camarasantacarmem.mt.gov.br/,,Página Inicial - Câmara Municipal de Santa Carmem - MT,6.6,37,449,161,61,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.camarasantacarmem.mt.gov.br_028.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/19-17-54/accessmonitor_www.camarasantacarmem.mt.gov.br_028.pdf,
mt,247,,,https://www.rosariooeste.mt.gov.br/,https://www.rosariooeste.mt.gov.br/,,,,,,,,,,Avaliação excedeu 120s.
