ordem;url;titulo;nota;status;json;pdf
"202";"https://paranaita.mt.leg.br/";"Início - Câmara Municipal de Paranaíta - MT";"7.6";"Concluída";"amaweb_paranaita.mt.leg.br_202.json";"amaweb_paranaita.mt.leg.br_202.pdf"
"203";"https://www.pedrapreta.mt.gov.br/";"Prefeitura Municipal de Pedra Preta";"6.1";"Concluída";"amaweb_www.pedrapreta.mt.gov.br_203.json";"amaweb_www.pedrapreta.mt.gov.br_203.pdf"
"204";"https://pedrapreta.mt.leg.br/";"Início - Câmara Municipal de Pedra Preta - MT";"7.3";"Concluída";"amaweb_pedrapreta.mt.leg.br_204.json";"amaweb_pedrapreta.mt.leg.br_204.pdf"
"205";"https://www.cisvaledopeixoto.com.br/";"Consórcio Intermunicipal de Saúde da Região do Vale do Peixoto";"6.5";"Concluída";"amaweb_www.cisvaledopeixoto.com.br_205.json";"amaweb_www.cisvaledopeixoto.com.br_205.pdf"
"206";"https://www.peixotodeazevedo.mt.gov.br/";"Página Inicial - Prefeitura de Peixoto de Azevedo - MT";"8.3";"Concluída";"amaweb_www.peixotodeazevedo.mt.gov.br_206.json";"amaweb_www.peixotodeazevedo.mt.gov.br_206.pdf"
"207";"https://www.camarapeixotodeazevedo.mt.gov.br/";"Página Inicial - Câmara Municipal de Peixoto de Azevedo - MT";"8.1";"Concluída";"amaweb_www.camarapeixotodeazevedo.mt.gov.br_207.json";"amaweb_www.camarapeixotodeazevedo.mt.gov.br_207.pdf"
"208";"https://www.planaltodaserra.mt.gov.br";"";"";"Falha AMAWeb";"";""
"209";"https://camaraplanaltodaserra.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"210";"https://www.pocone.mt.gov.br/";"Access denied | www.pocone.mt.gov.br used Cloudflare to restrict access | www.pocone.mt.gov.br | Cloudflare";"9.6";"Concluída";"amaweb_www.pocone.mt.gov.br_210.json";"amaweb_www.pocone.mt.gov.br_210.pdf"
"211";"https://www.pocone.mt.leg.br/";"Página Inicial — Câmara Municipal de Poconé";"7.9";"Concluída";"amaweb_www.pocone.mt.leg.br_211.json";"amaweb_www.pocone.mt.leg.br_211.pdf"
"212";"https://www.pontaldoaraguaia.mt.gov.br/";"Prefeitura Municipal de Pontal Do Araguaia - MT";"8.9";"Concluída";"amaweb_www.pontaldoaraguaia.mt.gov.br_212.json";"amaweb_www.pontaldoaraguaia.mt.gov.br_212.pdf"
"213";"https://www.pontaldoaraguaia.mt.leg.br/";"Página Inicial — Câmara de Pontal do Araguaia-MT";"8.0";"Concluída";"amaweb_www.pontaldoaraguaia.mt.leg.br_213.json";"amaweb_www.pontaldoaraguaia.mt.leg.br_213.pdf"
"214";"https://www.prefeituradepontebranca-mt.com.br/";"";"";"Falha AMAWeb";"";""
"215";"https://www.camarapontebranca.com.br/";"";"";"Falha AMAWeb";"";""
"216";"https://www.cisvag.com.br/";"CISVAG";"7.3";"Concluída";"amaweb_www.cisvag.com.br_216.json";"amaweb_www.cisvag.com.br_216.pdf"
"217";"https://www.ponteselacerda.mt.gov.br/";"Prefeitura de Pontes e Lacerda";"6.8";"Concluída";"amaweb_www.ponteselacerda.mt.gov.br_217.json";"amaweb_www.ponteselacerda.mt.gov.br_217.pdf"
"218";"https://www.ponteselacerda.mt.leg.br/";"Câmara Municipal de Pontes e Lacerda";"6.2";"Concluída";"amaweb_www.ponteselacerda.mt.leg.br_218.json";"amaweb_www.ponteselacerda.mt.leg.br_218.pdf"
"219";"https://cidesana.com.br/#/home";"Cidesa Norte Araguaia";"7.3";"Concluída";"amaweb_cidesana.com.br_219.json";"amaweb_cidesana.com.br_219.pdf"
"220";"https://www.portoalegredonorte.mt.gov.br/home";"Página Inicial - Prefeitura de Porto Alegre do Norte - MT";"7.6";"Concluída";"amaweb_www.portoalegredonorte.mt.gov.br_220.json";"amaweb_www.portoalegredonorte.mt.gov.br_220.pdf"
"221";"https://www.portoalegredonorte.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"222";"https://www.portodosgauchos.mt.gov.br/";"Página Inicial - Prefeitura de Porto Dos Gaúchos - MT";"7.4";"Concluída";"amaweb_www.portodosgauchos.mt.gov.br_222.json";"amaweb_www.portodosgauchos.mt.gov.br_222.pdf"
"223";"https://portodosgauchos.mt.leg.br/#/home";"Access denied | portodosgauchos.mt.leg.br used Cloudflare to restrict access | portodosgauchos.mt.leg.br | Cloudflare";"9.6";"Concluída";"amaweb_portodosgauchos.mt.leg.br_223.json";"amaweb_portodosgauchos.mt.leg.br_223.pdf"
"224";"https://www.portoesperidiao.mt.gov.br/";"Página Inicial - Prefeitura Municipal de Porto Esperidião";"9.2";"Concluída";"amaweb_www.portoesperidiao.mt.gov.br_224.json";"amaweb_www.portoesperidiao.mt.gov.br_224.pdf"
"225";"https://www.camaraportoesperidiao.mt.gov.br/";"Página Inicial - Câmara Municipal de Porto Esperidião - MT";"8.7";"Concluída";"amaweb_www.camaraportoesperidiao.mt.gov.br_225.json";"amaweb_www.camaraportoesperidiao.mt.gov.br_225.pdf"
"226";"https://www.portoestrela.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"227";"https://camaraportoestrela.com.br/";"";"";"Falha AMAWeb";"";""
"228";"https://www.poxoreu.mt.gov.br/";"Página Inicial - Prefeitura Municipal de Poxoréu - MT";"7.5";"Concluída";"amaweb_www.poxoreu.mt.gov.br_228.json";"amaweb_www.poxoreu.mt.gov.br_228.pdf"
"229";"https://poxoreu.mt.leg.br/";"Câmara Municipal de Poxoréu – A Casa do Povo Poxorense";"7.8";"Concluída";"amaweb_poxoreu.mt.leg.br_229.json";"amaweb_poxoreu.mt.leg.br_229.pdf"
"230";"https://primaveradoleste.mt.gov.br/";"Access denied | www.primaveradoleste.mt.gov.br used Cloudflare to restrict access | www.primaveradoleste.mt.gov.br | Cloudflare";"9.6";"Concluída";"amaweb_primaveradoleste.mt.gov.br_230.json";"amaweb_primaveradoleste.mt.gov.br_230.pdf"
"231";"https://www.primaveradoleste.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"232";"https://www.querencia.mt.gov.br/";"Página Inicial Prefeitura Municipal de Querência";"5.9";"Concluída";"amaweb_www.querencia.mt.gov.br_232.json";"amaweb_www.querencia.mt.gov.br_232.pdf"
"233";"https://www.querencia.mt.leg.br/";"Página Inicial — Câmara Municipal de Querência - MT";"7.6";"Concluída";"amaweb_www.querencia.mt.leg.br_233.json";"amaweb_www.querencia.mt.leg.br_233.pdf"
"234";"https://www.reservadocabacal.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"235";"https://reservadocabacal.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"236";"https://www.ribeiraocascalheira.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"237";"https://camararibeiraocascalheira.com.br/";"";"";"Falha AMAWeb";"";""
"238";"https://www.ribeiraozinho.mt.gov.br";"";"";"Falha AMAWeb";"";""
"239";"https://www.ribeiraozinho.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"240";"https://riobranco.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"241";"https://riobranco.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"242";"https://rondolandia.mt.gov.br";"Prefeitura Municipal de Rondolândia";"8.3";"Concluída";"amaweb_rondolandia.mt.gov.br_242.json";"amaweb_rondolandia.mt.gov.br_242.pdf"
"243";"https://www.rondolandia.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"244";"https://www.coressmt.com.br/#/home";"CORESS-MT | Consórcio Regional de Saúde Sul de MT";"4.0";"Concluída";"amaweb_www.coressmt.com.br_244.json";"amaweb_www.coressmt.com.br_244.pdf"
"245";"https://www.rondonopolis.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"246";"https://www.rondonopolis.mt.leg.br/principal";"";"";"Falha AMAWeb";"";""
"247";"https://www.rosariooeste.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"248";"https://saltodoceu.mt.gov.br/";"Access denied | saltodoceu.mt.gov.br used Cloudflare to restrict access | saltodoceu.mt.gov.br | Cloudflare";"9.6";"Concluída";"amaweb_saltodoceu.mt.gov.br_248.json";"amaweb_saltodoceu.mt.gov.br_248.pdf"
"249";"https://saltodoceu.mt.leg.br/";"Access denied | saltodoceu.mt.leg.br used Cloudflare to restrict access | saltodoceu.mt.leg.br | Cloudflare";"9.6";"Concluída";"amaweb_saltodoceu.mt.leg.br_249.json";"amaweb_saltodoceu.mt.leg.br_249.pdf"
"250";"https://www.santacarmem.mt.gov.br/";"Página Inicial - Prefeitura de Santa Carmem - MT";"7.9";"Concluída";"amaweb_www.santacarmem.mt.gov.br_250.json";"amaweb_www.santacarmem.mt.gov.br_250.pdf"
"251";"https://www.camarasantacarmem.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"252";"https://www.santacruzdoxingu.mt.gov.br/";"Página Inicial - Prefeitura de Santa Cruz do Xingu - MT";"8.1";"Concluída";"amaweb_www.santacruzdoxingu.mt.gov.br_252.json";"amaweb_www.santacruzdoxingu.mt.gov.br_252.pdf"
"253";"https://santacruzdoxingu.mt.leg.br/";"Câmara Legislativa – PODER LEGISLATIVO DE SANTA CRUZ DO XINGU";"8.4";"Concluída";"amaweb_santacruzdoxingu.mt.leg.br_253.json";"amaweb_santacruzdoxingu.mt.leg.br_253.pdf"
"254";"https://www.santaritadotrivelato.mt.gov.br/home";"Prefeitura de Santa Rita do Trivelato";"6.5";"Concluída";"amaweb_www.santaritadotrivelato.mt.gov.br_254.json";"amaweb_www.santaritadotrivelato.mt.gov.br_254.pdf"
"255";"https://santaritadotrivelato.mt.leg.br/home";"Câmara de Santa Rita do Trivelato";"8.5";"Concluída";"amaweb_santaritadotrivelato.mt.leg.br_255.json";"amaweb_santaritadotrivelato.mt.leg.br_255.pdf"
"256";"https://santaterezinha.mt.gov.br/";"Access denied | santaterezinha.mt.gov.br used Cloudflare to restrict access | santaterezinha.mt.gov.br | Cloudflare";"9.6";"Concluída";"amaweb_santaterezinha.mt.gov.br_256.json";"amaweb_santaterezinha.mt.gov.br_256.pdf"
"257";"https://www.santaterezinha.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"258";"https://www.santoafonso.mt.gov.br/";"Prefeitura Municipal de Santo Afonso";"6.6";"Concluída";"amaweb_www.santoafonso.mt.gov.br_258.json";"amaweb_www.santoafonso.mt.gov.br_258.pdf"
"259";"https://santoafonso.mt.leg.br/index.php";"";"";"Falha AMAWeb";"";""
"260";"https://www.santoantoniodoleste.mt.gov.br/";"Página Inicial - Prefeitura de Santo Antônio do Leste - MT";"8.0";"Concluída";"amaweb_www.santoantoniodoleste.mt.gov.br_260.json";"amaweb_www.santoantoniodoleste.mt.gov.br_260.pdf"
"261";"https://www.santoantoniodoleste.mt.leg.br/";"Página Inicial - Câmara Municipal de Santo Antônio do Leste - MT";"8.3";"Concluída";"amaweb_www.santoantoniodoleste.mt.leg.br_261.json";"amaweb_www.santoantoniodoleste.mt.leg.br_261.pdf"
"262";"https://www.leverger.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"263";"https://www.camaraleverger.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"264";"https://www.sapezal.mt.gov.br/";"PREFEITURA DE SAPEZAL / MT";"8.4";"Concluída";"amaweb_www.sapezal.mt.gov.br_264.json";"amaweb_www.sapezal.mt.gov.br_264.pdf"
"265";"https://www.sapezal.mt.leg.br";"Página Inicial — Câmara Municipal de Sapezal";"7.8";"Concluída";"amaweb_www.sapezal.mt.leg.br_265.json";"amaweb_www.sapezal.mt.leg.br_265.pdf"
"266";"https://serranovadourada.mt.gov.br/";"Página Inicial - Prefeitura de Serra Nova Dourada - MT";"7.9";"Concluída";"amaweb_serranovadourada.mt.gov.br_266.json";"amaweb_serranovadourada.mt.gov.br_266.pdf"
"267";"https://www.serranovadourada.mt.leg.br/";"Access denied | www.serranovadourada.mt.leg.br used Cloudflare to restrict access | www.serranovadourada.mt.leg.br | Cloudflare";"9.6";"Concluída";"amaweb_www.serranovadourada.mt.leg.br_267.json";"amaweb_www.serranovadourada.mt.leg.br_267.pdf"
"268";"https://www.sinop.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"269";"https://www.sinop.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"270";"https://www.consorciovaledotelespires.com.br";"Consórcio Público de Saúde Vale do Teles Pires";"7.5";"Concluída";"amaweb_www.consorciovaledotelespires.com.br_270.json";"amaweb_www.consorciovaledotelespires.com.br_270.pdf"
"271";"https://site.sorriso.mt.gov.br/";"Página inicial";"5.9";"Concluída";"amaweb_site.sorriso.mt.gov.br_271.json";"amaweb_site.sorriso.mt.gov.br_271.pdf"
"272";"https://sorriso.mt.leg.br/";"Câmara Municipal de Sorriso - MT";"7.5";"Concluída";"amaweb_sorriso.mt.leg.br_272.json";"amaweb_sorriso.mt.leg.br_272.pdf"
"273";"https://saofelixdoaraguaia.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"274";"https://camarasaofelixdoaraguaia.mt.gov.br/";"Página Inicial - Câmara Municipal de São Félix do Araguaia | Gestão 2025-2026";"8.2";"Concluída";"amaweb_camarasaofelixdoaraguaia.mt.gov.br_274.json";"amaweb_camarasaofelixdoaraguaia.mt.gov.br_274.pdf"
"275";"https://www.saojosedopovo.mt.gov.br/";"Prefeitura de São José do Povo";"8.3";"Concluída";"amaweb_www.saojosedopovo.mt.gov.br_275.json";"amaweb_www.saojosedopovo.mt.gov.br_275.pdf"
"276";"https://www.saojosedopovo.mt.leg.br/";"Página Inicial — Câmara Municipal de São José do Povo";"7.5";"Concluída";"amaweb_www.saojosedopovo.mt.leg.br_276.json";"amaweb_www.saojosedopovo.mt.leg.br_276.pdf"
"277";"https://www.saojosedorioclaro.mt.gov.br/home";"Prefeitura Municipal de São José do Rio Claro";"6.5";"Concluída";"amaweb_www.saojosedorioclaro.mt.gov.br_277.json";"amaweb_www.saojosedorioclaro.mt.gov.br_277.pdf"
"278";"https://saojosedorioclaro.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"279";"https://www.saojosedoxingu.mt.gov.br/";"Página Principal - Prefeitura de São José do Xingu";"7.4";"Concluída";"amaweb_www.saojosedoxingu.mt.gov.br_279.json";"amaweb_www.saojosedoxingu.mt.gov.br_279.pdf"
"280";"https://www.camarasaojosedoxingu.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"281";"https://www.nascentesdopantanal.org.br";"";"";"Falha AMAWeb";"";""
"282";"https://saojosedosquatromarcos.mt.gov.br/";"Prefeitura Municipal de São José dos Quatro Marcos";"7.4";"Concluída";"amaweb_saojosedosquatromarcos.mt.gov.br_282.json";"amaweb_saojosedosquatromarcos.mt.gov.br_282.pdf"
"283";"https://www.saojosedosquatromarcos.mt.leg.br/";"Página Inicial - Câmara Municipal de São José do Quatro Marcos - MT";"8.5";"Concluída";"amaweb_www.saojosedosquatromarcos.mt.leg.br_283.json";"amaweb_www.saojosedosquatromarcos.mt.leg.br_283.pdf"
"284";"https://www.saopedrodacipa.mt.gov.br/";"Prefeitura Municipal de São Pedro da Cipa";"8.5";"Concluída";"amaweb_www.saopedrodacipa.mt.gov.br_284.json";"amaweb_www.saopedrodacipa.mt.gov.br_284.pdf"
"285";"https://www.camarasaopedrodacipa.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"286";"https://www.tabapora.mt.gov.br/home";"Prefeitura Municipal de Tabaporã";"6.4";"Concluída";"amaweb_www.tabapora.mt.gov.br_286.json";"amaweb_www.tabapora.mt.gov.br_286.pdf"
"287";"https://tabapora.mt.leg.br/transparencia/undefined/74";"Câmara Municipal de Tabaporã";"8.6";"Concluída";"amaweb_tabapora.mt.leg.br_287.json";"amaweb_tabapora.mt.leg.br_287.pdf"
"288";"https://www.cismnorte.com.br/#/home";"Consórcio Intermunicipal de Saúde Da Região Médio Norte Matogrossense";"6.7";"Concluída";"amaweb_www.cismnorte.com.br_288.json";"amaweb_www.cismnorte.com.br_288.pdf"
"289";"https://tangaradaserra.mt.gov.br/";"Tangará da Serra";"8.0";"Concluída";"amaweb_tangaradaserra.mt.gov.br_289.json";"amaweb_tangaradaserra.mt.gov.br_289.pdf"
"290";"https://www.tangaradaserra.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"291";"https://www.tapurah.mt.gov.br/home";"Prefeitura Municipal de Tapurah";"7.9";"Concluída";"amaweb_www.tapurah.mt.gov.br_291.json";"amaweb_www.tapurah.mt.gov.br_291.pdf"
"292";"https://www.tapurah.mt.leg.br/";"Página Inicial — Câmara Municipal de Tapurah";"7.5";"Concluída";"amaweb_www.tapurah.mt.leg.br_292.json";"amaweb_www.tapurah.mt.leg.br_292.pdf"
"293";"https://www.terranovadonorte.mt.gov.br/";"Página Inicial - Prefeitura de Terra Nova do Norte - MT";"8.4";"Concluída";"amaweb_www.terranovadonorte.mt.gov.br_293.json";"amaweb_www.terranovadonorte.mt.gov.br_293.pdf"
"294";"https://www.terranovadonorte.mt.leg.br/";"Página Inicial — Câmara Municipal de Terra Nova do Norte - MT";"7.8";"Concluída";"amaweb_www.terranovadonorte.mt.leg.br_294.json";"amaweb_www.terranovadonorte.mt.leg.br_294.pdf"
"295";"https://www.tesouro.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"296";"https://tesouro.mt.leg.br/";"Access denied | tesouro.mt.leg.br used Cloudflare to restrict access | tesouro.mt.leg.br | Cloudflare";"9.6";"Concluída";"amaweb_tesouro.mt.leg.br_296.json";"amaweb_tesouro.mt.leg.br_296.pdf"
"297";"https://www.torixoreu.mt.gov.br/";"Página Principal - Prefeitura de Torixoréu - MT";"7.6";"Concluída";"amaweb_www.torixoreu.mt.gov.br_297.json";"amaweb_www.torixoreu.mt.gov.br_297.pdf"
"298";"https://torixoreu.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"299";"https://www.uniaodosul.mt.gov.br/";"Página Principal - Prefeitura Municipal - União do Sul - MT";"9.0";"Concluída";"amaweb_www.uniaodosul.mt.gov.br_299.json";"amaweb_www.uniaodosul.mt.gov.br_299.pdf"
"300";"https://www.uniaodosul.mt.leg.br/";"";"";"Falha AMAWeb";"";""
"301";"https://valedesaodomingos.mt.gov.br";"";"";"Falha AMAWeb";"";""
"302";"https://valedesaodomingos.mt.leg.br/";"Access denied | valedesaodomingos.mt.leg.br used Cloudflare to restrict access | valedesaodomingos.mt.leg.br | Cloudflare";"9.6";"Concluída";"amaweb_valedesaodomingos.mt.leg.br_302.json";"amaweb_valedesaodomingos.mt.leg.br_302.pdf"
"303";"https://www.vera.mt.gov.br/";"Página Inicial - Prefeitura de Vera - MT";"7.5";"Concluída";"amaweb_www.vera.mt.gov.br_303.json";"amaweb_www.vera.mt.gov.br_303.pdf"
"304";"https://www.vera.mt.leg.br/";"Página Inicial — CÂMARA MUNICIPAL DE VERA";"7.8";"Concluída";"amaweb_www.vera.mt.leg.br_304.json";"amaweb_www.vera.mt.leg.br_304.pdf"
"305";"https://www.vilabeladasantissimatrindade.mt.gov.br/";"Página Inicial - Prefeitura de Vila Bela da Santíssima Trindade - MT";"8.3";"Concluída";"amaweb_www.vilabeladasantissimatrindade.mt.gov.br_305.json";"amaweb_www.vilabeladasantissimatrindade.mt.gov.br_305.pdf"
"306";"https://www.camaravilabela.mt.gov.br/";"";"";"Falha AMAWeb";"";""
"307";"https://www.vilarica.mt.gov.br/";"Página Inicial - Prefeitura Municipal de Vila Rica - MT";"8.7";"Concluída";"amaweb_www.vilarica.mt.gov.br_307.json";"amaweb_www.vilarica.mt.gov.br_307.pdf"
"308";"https://camaravilarica.mt.gov.br/parlamentar/";"Parlamentares – Câmara Municipal de Vila Rica";"8.6";"Concluída";"amaweb_camaravilarica.mt.gov.br_308.json";"amaweb_camaravilarica.mt.gov.br_308.pdf"
"309";"https://www.varzeagrande.mt.gov.br/";"Prefeitura Municipal de Várzea Grande - Página Inicial";"7.7";"Concluída";"amaweb_www.varzeagrande.mt.gov.br_309.json";"amaweb_www.varzeagrande.mt.gov.br_309.pdf"
"310";"https://camaradevarzeagrande.com.br/";"";"";"Falha AMAWeb";"";""
"311";"https://www.cismasaude.com.br/";"";"";"Falha AMAWeb";"";""
"312";"https://www.aguaboa.mt.gov.br/";"Access denied | www.aguaboa.mt.gov.br used Cloudflare to restrict access | www.aguaboa.mt.gov.br | Cloudflare";"9.6";"Concluída";"amaweb_www.aguaboa.mt.gov.br_312.json";"amaweb_www.aguaboa.mt.gov.br_312.pdf"
"313";"https://aguaboa.mt.leg.br/";"Câmara Municipal de Água Boa - MT";"7.9";"Concluída";"amaweb_aguaboa.mt.leg.br_313.json";"amaweb_aguaboa.mt.leg.br_313.pdf"
