contexto,ordem,municipio,portal_oficial,url_informada,url_avaliada,status_validacao_browser,titulo,nota,praticas,aceitaveis,nao_aceitaveis,verificar_manual,json,pdf,erro
mt,9,,,https://www.altogarcas.mt.gov.br/,https://www.altogarcas.mt.gov.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuYWx0b2dhcmNhcy5tdC5nb3YuYnIv"",""timestamp"":""2026-09-21T21:05:40.569Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/"
mt,11,,,https://www.altoparaguai.mt.gov.br/,https://www.altoparaguai.mt.gov.br/,,Página Inicial - Prefeitura de Alto Paraguai - MT,7.0,46,445,77,127,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.altoparaguai.mt.gov.br_011.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.altoparaguai.mt.gov.br_011.pdf,
mt,15,,,https://www.apiacas.mt.gov.br/,https://www.apiacas.mt.gov.br/,,Página Inicial - Prefeitura de Apiacás Apiacás - MT,7.9,38,493,64,77,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.apiacas.mt.gov.br_015.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.apiacas.mt.gov.br_015.pdf,
mt,14,,,https://www.altotaquari.mt.leg.br/,https://www.altotaquari.mt.leg.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuYWx0b3RhcXVhcmkubXQubGVnLmJyLw%3D%3D"",""timestamp"":""2026-09-21T21:06:11.697Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sit"
mt,17,,,https://www.araguaiana.mt.gov.br/,https://www.araguaiana.mt.gov.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuYXJhZ3VhaWFuYS5tdC5nb3YuYnIv"",""timestamp"":""2026-09-21T21:06:19.520Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/"
mt,18,,,https://araguaiana.mt.leg.br/,https://araguaiana.mt.leg.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9hcmFndWFpYW5hLm10LmxlZy5ici8%3D"",""timestamp"":""2026-09-21T21:06:26.339Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/ac"
mt,19,,,https://araguainha.mt.gov.br/,https://araguainha.mt.gov.br/,,Prefeitura Municipal de Araguainha – Prefeitura Municipal de Araguainha,8.4,39,494,30,23,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_araguainha.mt.gov.br_019.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_araguainha.mt.gov.br_019.pdf,
mt,16,,,https://www.camaraapiacas.mt.gov.br/,https://www.camaraapiacas.mt.gov.br/,,Página Inicial - Câmara Apiacás,6.1,39,267,111,32,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaraapiacas.mt.gov.br_016.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaraapiacas.mt.gov.br_016.pdf,
mt,20,,,https://araguainha.mt.leg.br/,https://araguainha.mt.leg.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9hcmFndWFpbmhhLm10LmxlZy5ici8%3D"",""timestamp"":""2026-09-21T21:06:41.277Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/ac"
mt,21,,,https://araputanga.mt.gov.br/,https://araputanga.mt.gov.br/,,Prefeitura Municipal de Araputanga,5.9,30,194,126,50,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_araputanga.mt.gov.br_021.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_araputanga.mt.gov.br_021.pdf,
mt,22,,,https://araputanga.mt.leg.br/,https://araputanga.mt.leg.br/,,Câmara Municipal de Araputanga,6.6,32,146,157,40,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_araputanga.mt.leg.br_022.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_araputanga.mt.leg.br_022.pdf,
mt,23,,,https://www.arenapolis.mt.gov.br/,https://www.arenapolis.mt.gov.br/,,Prefeitura Municipal de Arenápolis,5.8,35,126,164,8,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.arenapolis.mt.gov.br_023.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.arenapolis.mt.gov.br_023.pdf,
mt,24,,,https://arenapolis.mt.leg.br/,https://arenapolis.mt.leg.br/,,Access denied | arenapolis.mt.leg.br used Cloudflare to restrict access | arenapolis.mt.leg.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_arenapolis.mt.leg.br_024.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_arenapolis.mt.leg.br_024.pdf,
mt,26,,,https://camaraaripuanamt.com.br/index.php,https://camaraaripuanamt.com.br/index.php,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jYW1hcmFhcmlwdWFuYW10LmNvbS5ici9pbmRleC5waHA%3D"",""timestamp"":""2026-09-21T21:07:00.425Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/anali"
mt,27,,,https://www.barradobugres.mt.gov.br/,https://www.barradobugres.mt.gov.br/,,Prefeitura Municipal de Barra do Bugres | Gestão 2025-2028 – Site oficial da Prefeitura Municipal de Barra do Bugres,6.8,35,168,50,35,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.barradobugres.mt.gov.br_027.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.barradobugres.mt.gov.br_027.pdf,
mt,28,,,https://barradobugres.mt.leg.br,https://barradobugres.mt.leg.br,,Câmara Municipal de Barra do Bugres,6.0,35,306,79,17,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_barradobugres.mt.leg.br_028.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_barradobugres.mt.leg.br_028.pdf,
mt,25,,,https://www.aripuana.mt.gov.br/#/home,https://www.aripuana.mt.gov.br/#/home,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuYXJpcHVhbmEubXQuZ292LmJyLyMvaG9tZQ%3D%3D"",""timestamp"":""2026-09-21T21:07:22.125Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize"
mt,30,,,https://www.barradogarcas.mt.gov.br/,https://www.barradogarcas.mt.gov.br/,,Página Inicial - Prefeitura Municipal de Barra do Garças,7.1,38,324,31,38,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.barradogarcas.mt.gov.br_030.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.barradogarcas.mt.gov.br_030.pdf,
mt,13,,,https://www.altotaquari.mt.gov.br/,https://www.altotaquari.mt.gov.br/,,,,,,,,,,Avaliação excedeu 120s.
mt,31,,,https://www.barradogarcas.mt.leg.br/,https://www.barradogarcas.mt.leg.br/,,Página Inicial — Câmara Municipal de Barra do Garças,7.1,40,589,64,19,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.barradogarcas.mt.leg.br_031.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.barradogarcas.mt.leg.br_031.pdf,
mt,32,,,https://www.baraodemelgaco.mt.gov.br/,https://www.baraodemelgaco.mt.gov.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuYmFyYW9kZW1lbGdhY28ubXQuZ292LmJyLw%3D%3D"",""timestamp"":""2026-09-21T21:07:43.751Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize"
mt,34,,,https://www.boaesperancadonorte.mt.gov.br/,https://www.boaesperancadonorte.mt.gov.br/,,Access denied | www.boaesperancadonorte.mt.gov.br used Cloudflare to restrict access | www.boaesperancadonorte.mt.gov.br | Cloudflare,8.7,17,30,28,3,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.boaesperancadonorte.mt.gov.br_034.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.boaesperancadonorte.mt.gov.br_034.pdf,
mt,33,,,https://baraodemelgaco.mt.leg.br/,https://baraodemelgaco.mt.leg.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9iYXJhb2RlbWVsZ2Fjby5tdC5sZWcuYnIv"",""timestamp"":""2026-09-21T21:07:49.626Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/"
mt,35,,,https://www.bomjesusdoaraguaia.mt.gov.br/,https://www.bomjesusdoaraguaia.mt.gov.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuYm9tamVzdXNkb2FyYWd1YWlhLm10Lmdvdi5ici8%3D"",""timestamp"":""2026-09-21T21:07:58.115Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/anali"
mt,37,,,https://www.brasnorte.mt.gov.br/,https://www.brasnorte.mt.gov.br/,,Página Principal Prefeitura Municipal de Brasnorte,5.3,37,395,207,26,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.brasnorte.mt.gov.br_037.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.brasnorte.mt.gov.br_037.pdf,
mt,36,,,https://camarabomjesusdoaraguaia.mt.gov.br/,https://camarabomjesusdoaraguaia.mt.gov.br/,,C&#226;mara Municipal de Bom Jesus do Araguaia,6.7,49,270,172,38,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_camarabomjesusdoaraguaia.mt.gov.br_036.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_camarabomjesusdoaraguaia.mt.gov.br_036.pdf,
mt,38,,,https://www.camarabrasnorte.mt.gov.br/,https://www.camarabrasnorte.mt.gov.br/,,Página Inicial - Câmara Municipal de Brasnorte - MT,8.1,40,364,43,71,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camarabrasnorte.mt.gov.br_038.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camarabrasnorte.mt.gov.br_038.pdf,
mt,40,,,https://www.campinapolis.mt.leg.br/,https://www.campinapolis.mt.leg.br/,,Página Inicial — Câmara Municipal de Campinápolis,7.2,37,239,46,4,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.campinapolis.mt.leg.br_040.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.campinapolis.mt.leg.br_040.pdf,
mt,41,,,https://www.gp.srv.br/transparencia_camponovodoparecis/servlet/home_portal_v2?1,https://www.gp.srv.br/transparencia_camponovodoparecis/servlet/home_portal_v2?1,,Portal de Transparência,6.9,22,309,50,0,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gp.srv.br_041.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gp.srv.br_041.pdf,
mt,42,,,https://www.camponovodoparecis.mt.leg.br/,https://www.camponovodoparecis.mt.leg.br/,,Página Inicial — CÂMARA MUNICIPAL,7.2,46,435,53,10,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camponovodoparecis.mt.leg.br_042.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camponovodoparecis.mt.leg.br_042.pdf,
mt,43,,,https://campoverde.mt.gov.br/,https://campoverde.mt.gov.br/,,Página Inicial - Prefeitura de Campo Verde - MT,8.4,37,594,25,42,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_campoverde.mt.gov.br_043.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_campoverde.mt.gov.br_043.pdf,
mt,44,,,https://www.campoverde.mt.leg.br/,https://www.campoverde.mt.leg.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2FtcG92ZXJkZS5tdC5sZWcuYnIv"",""timestamp"":""2026-09-21T21:09:19.695Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/"
mt,29,,,https://www.cisrga.com.br/#/home,https://www.cisrga.com.br/#/home,,,,,,,,,,Avaliação excedeu 120s.
mt,46,,,https://www.camaracamposdejulio.mt.gov.br/home,https://www.camaracamposdejulio.mt.gov.br/home,,,,,,,,,,"API respondeu HTTP 400: {""statusCode"":400,""error"":""Bad Request"",""message"":""The URL provided is invalid."",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2FtYXJhY2FtcG9zZGVqdWxpby5tdC5nb3YuYnIvaG9tZQ%3D%3D"",""timestamp"":""2026-09-21T21:09:21.516Z"",""stack"":""InvalidUrlException: The URL provided is invalid.\n    at validateUrlRestriction (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/common/util.ts:21:11)\n    at async AmpService.evaluateUrl (/home/jesus/faculdade/grupo-pesquisa/Egov"
mt,47,,,https://canabravadonorte.org/,https://canabravadonorte.org/,,Canabrava do Norte,7.4,33,348,43,9,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_canabravadonorte.org_047.json,/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_canabravadonorte.org_047.pdf,
mt,48,,,https://canabravadonorte.mt.leg.br/,https://canabravadonorte.mt.leg.br/,,,,,,,,,,"API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jYW5hYnJhdmFkb25vcnRlLm10LmxlZy5ici8%3D"",""timestamp"":""2026-09-21T21:09:36.489Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites"
